ImgName,Path Aligned,Path Sh,Label
Img_1137.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1137.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1137.jpg,3
Img_812.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_812.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_812.jpg,2
Img_489.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_489.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_489.jpg,1
Img_1304.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1304.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1304.jpg,4
Img_357.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_357.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_357.jpg,0
Img_1214.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1214.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1214.jpg,4
Img_1503.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1503.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1503.jpg,5
Img_1049.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1049.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1049.jpg,3
Img_891.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_891.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_891.jpg,3
Img_462.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_462.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_462.jpg,1
Img_1567.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1567.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1567.jpg,6
Img_1277.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1277.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1277.jpg,4
Img_146.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_146.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_146.jpg,0
Img_280.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_280.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_280.jpg,0
Img_1356.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1356.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1356.jpg,5
Img_1616.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1616.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1616.jpg,6
Img_611.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_611.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_611.jpg,2
Img_57.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_57.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_57.jpg,0
Img_674.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_674.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_674.jpg,2
Img_225.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_225.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_225.jpg,0
Img_458.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_458.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_458.jpg,1
Img_1298.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1298.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1298.jpg,4
Img_198.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_198.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_198.jpg,0
Img_138.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_138.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_138.jpg,0
Img_197.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_197.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_197.jpg,0
Img_329.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_329.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_329.jpg,0
Img_463.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_463.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_463.jpg,1
Img_1443.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1443.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1443.jpg,5
Img_712.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_712.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_712.jpg,2
Img_88.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_88.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_88.jpg,0
Img_28.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_28.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_28.jpg,0
Img_1553.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1553.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1553.jpg,6
Img_726.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_726.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_726.jpg,2
Img_1364.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1364.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1364.jpg,5
Img_1400.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1400.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1400.jpg,5
Img_528.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_528.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_528.jpg,1
Img_905.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_905.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_905.jpg,3
Img_184.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_184.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_184.jpg,0
Img_455.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_455.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_455.jpg,1
Img_1307.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1307.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1307.jpg,4
Img_176.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_176.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_176.jpg,0
Img_1467.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1467.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1467.jpg,5
Img_243.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_243.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_243.jpg,0
Img_263.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_263.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_263.jpg,0
Img_1243.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1243.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1243.jpg,4
Img_708.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_708.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_708.jpg,2
Img_61.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_61.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_61.jpg,0
Img_1633.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1633.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1633.jpg,6
Img_568.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_568.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_568.jpg,2
Img_1340.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1340.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1340.jpg,5
Img_152.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_152.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_152.jpg,0
Img_973.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_973.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_973.jpg,3
Img_604.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_604.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_604.jpg,2
Img_379.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_379.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_379.jpg,0
Img_1420.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1420.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1420.jpg,5
Img_507.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_507.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_507.jpg,1
Img_629.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_629.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_629.jpg,2
Img_319.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_319.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_319.jpg,0
Img_1557.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1557.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1557.jpg,6
Img_1101.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1101.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1101.jpg,3
Img_1048.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1048.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1048.jpg,3
Img_816.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_816.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_816.jpg,2
Img_1132.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1132.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1132.jpg,3
Img_1095.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1095.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1095.jpg,3
Img_788.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_788.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_788.jpg,2
Img_215.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_215.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_215.jpg,0
Img_1086.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1086.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1086.jpg,3
Img_1280.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1280.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1280.jpg,4
Img_386.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_386.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_386.jpg,0
Img_1235.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1235.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1235.jpg,4
Img_646.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_646.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_646.jpg,2
Img_1143.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1143.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1143.jpg,3
Img_362.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_362.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_362.jpg,0
Img_403.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_403.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_403.jpg,0
Img_1025.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1025.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1025.jpg,3
Img_683.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_683.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_683.jpg,2
Img_411.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_411.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_411.jpg,0
Img_1484.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1484.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1484.jpg,5
Img_1387.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1387.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1387.jpg,5
Img_1395.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1395.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1395.jpg,5
Img_76.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_76.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_76.jpg,0
Img_542.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_542.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_542.jpg,2
Img_1440.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1440.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1440.jpg,5
Img_851.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_851.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_851.jpg,3
Img_1528.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1528.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1528.jpg,5
Img_928.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_928.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_928.jpg,3
Img_1382.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1382.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1382.jpg,5
Img_1297.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1297.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1297.jpg,4
Img_1329.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1329.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1329.jpg,5
